Repeat,Fold,Model,Runtime_Sec,Accuracy,Precision,Recall,F1
4,5,Decision Tree,0.008317880000049627,0.575,0.5833571428571428,0.575,0.5723050658490698
4,5,Random Forest,0.14782357500007492,0.575,0.5772942157953281,0.575,0.5751475796930342
4,5,Gradient Boosting,0.021127826000110872,0.675,0.6775723025583982,0.675,0.6751128550593791
5,1,Logistic Regression,0.008375607000061791,0.725,0.7270389315146348,0.725,0.723517053014917
5,1,Decision Tree,0.009553376999974716,0.6333333333333333,0.6347423062662217,0.6333333333333333,0.6333333333333333
5,1,Random Forest,0.14375915300001907,0.6666666666666666,0.6672322775263952,0.6666666666666666,0.6652680652680653
5,1,Gradient Boosting,0.02103455499991469,0.6666666666666666,0.6681904761904762,0.6666666666666666,0.6644219977553312
5,2,Logistic Regression,0.00880074700012301,0.6916666666666667,0.6931088377379938,0.6916666666666667,0.6900039685318766
5,2,Decision Tree,0.008051420000128928,0.5333333333333333,0.5314531923227576,0.5333333333333333,0.5269984917043741
5,2,Random Forest,0.14077186899999106,0.6083333333333333,0.6079930535999248,0.6083333333333333,0.6071024512884977
5,2,Gradient Boosting,0.022367459999941275,0.7166666666666667,0.7193333333333333,0.7166666666666667,0.7147586980920314
5,3,Logistic Regression,0.009638937000090664,0.6583333333333333,0.6592988793183293,0.6583333333333333,0.6584045188323263
5,3,Decision Tree,0.009393187000114267,0.5583333333333333,0.5573884626314294,0.5583333333333333,0.5559516305997152
5,3,Random Forest,0.16710384400016665,0.6083333333333333,0.6113519813519813,0.6083333333333333,0.6077617955666736
5,3,Gradient Boosting,0.0213388429999668,0.6416666666666667,0.65122640605538,0.6416666666666667,0.6387387387387388
5,4,Logistic Regression,0.008287033999977211,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
5,4,Decision Tree,0.008390109000174562,0.5083333333333333,0.5097605123920913,0.5083333333333333,0.5081626038845289
5,4,Random Forest,0.15588436400003047,0.6083333333333333,0.610178223336118,0.6083333333333333,0.6081973285181841
5,4,Gradient Boosting,0.020717698999987988,0.6583333333333333,0.6618414918414918,0.6583333333333333,0.6578347578347578
5,5,Logistic Regression,0.03473803599990788,0.6583333333333333,0.6595833333333334,0.6583333333333333,0.6585470085470085
5,5,Decision Tree,0.00829375400007848,0.575,0.5772942157953281,0.575,0.5751475796930342
5,5,Random Forest,0.16259420100004718,0.675,0.6753197997775306,0.675,0.6751130434782607
5,5,Gradient Boosting,0.021259003000068333,0.6166666666666667,0.616153846153846,0.6166666666666667,0.6162388392857143
